utterance,target
highest of the relationship in dataset adult,"maximum ( data = adult , var1 = relationship )"
corr of relationship in adult,"corr ( data = adult , var1 = relationship )"
distribution of the relationship in adult df,"histogram ( data = adult , var1 = relationship )"
highest of the relationship in adult,"maximum ( data = adult , var1 = relationship )"
sum of relationship in adult dataset,"summation ( data = adult , var1 = relationship )"
span of the relationship in adult,"ranges ( data = adult , var1 = relationship )"
aggregate of the relationship in df adult,"summation ( data = adult , var1 = relationship )"
amount of relationship in dataset adult,"summation ( data = adult , var1 = relationship )"
amount of relationship in df adult,"summation ( data = adult , var1 = relationship )"
spans of relationship in adult data,"ranges ( data = adult , var1 = relationship )"
min of relationship in adult df,"minimum ( data = adult , var1 = relationship )"
average of relationship in adult data,"mean ( data = adult , var1 = relationship )"
min of the relationship in adult dataset,"minimum ( data = adult , var1 = relationship )"
sum of the relationship in adult data,"summation ( data = adult , var1 = relationship )"
quantity of relationship in dataset adult,"summation ( data = adult , var1 = relationship )"
sparsity of relationship in adult data base,"std ( data = adult , var1 = relationship )"
std of the relationship in adult data base,"std ( data = adult , var1 = relationship )"
distribution of relationship in adult,"histogram ( data = adult , var1 = relationship )"
sparsity of the relationship in adult data,"std ( data = adult , var1 = relationship )"
quantity of the relationship in adult dataset,"summation ( data = adult , var1 = relationship )"
ranges of the relationship in adult,"ranges ( data = adult , var1 = relationship )"
mean of the relationship in adult,"mean ( data = adult , var1 = relationship )"
smallest of the relationship in dataset adult,"minimum ( data = adult , var1 = relationship )"
spans of relationship in adult dataset,"ranges ( data = adult , var1 = relationship )"
spans of the relationship in df adult,"ranges ( data = adult , var1 = relationship )"
smallest of the relationship in df adult,"minimum ( data = adult , var1 = relationship )"
range of relationship in dataset adult,"ranges ( data = adult , var1 = relationship )"
var of the relationship in adult,"variance ( data = adult , var1 = relationship )"
cor of the relationship in dataset adult,"corr ( data = adult , var1 = relationship )"
aggregate of adult,summation ( data = adult )
How many rows with relationship larger than or equal to 91.97078748337003 df,"greater_eq ( data = adult , var1 = relationship , val = 91.97078748337003 )"
How many info with relationship  >=  -59.795760532087726 data,"greater_eq ( data = adult , var1 = relationship , val = -59.795760532087726 )"
Number of data with relationship larger than or equal to 92.29911891595867 dataset,"greater_eq ( data = adult , var1 = relationship , val = 92.29911891595867 )"
Number of rows where relationship >= 15.556475434093159 data,"greater_eq ( data = adult , var1 = relationship , val = 15.556475434093159 )"
How many rows with relationship less than or equal to -26.477900363267707 df,"less_eq ( data = adult , var1 = relationship , val = -26.477900363267707 )"
How many data  relationship larger than or equal to 81.35809878657943 data,"greater_eq ( data = adult , var1 = relationship , val = 81.35809878657943 )"
Number of data where relationship  ==  -65.44340680758515 ,"equal ( data = adult , var1 = relationship , val = -65.44340680758515 )"
Number of entries with relationship higher than 51.231635568056845 data,"greater ( data = adult , var1 = relationship , val = 51.231635568056845 )"
How many data  relationship higher than or same as -51.78857230001355 dataset,"greater_eq ( data = adult , var1 = relationship , val = -51.78857230001355 )"
Number of info where relationship larger than or equal to -20.165751433208285 data,"greater_eq ( data = adult , var1 = relationship , val = -20.165751433208285 )"
How many data  relationship  <=  3.272244593836348 df,"less_eq ( data = adult , var1 = relationship , val = 3.272244593836348 )"
How many entries with relationship smaller than or equal to -12.862279636438117 data,"less_eq ( data = adult , var1 = relationship , val = -12.862279636438117 )"
How many info where relationship less than or same as 83.89323566261479 ,"less_eq ( data = adult , var1 = relationship , val = 83.89323566261479 )"
Number of entries where relationship <= 82.88877584883267 data,"less_eq ( data = adult , var1 = relationship , val = 82.88877584883267 )"
How many data with relationship equal to -83.11625637364969 ,"equal ( data = adult , var1 = relationship , val = -83.11625637364969 )"
Number of data where relationship is -62.48920778829965 dataset,"equal ( data = adult , var1 = relationship , val = -62.48920778829965 )"
How many rows with relationship lower than -3.7782785076514926 ,"less ( data = adult , var1 = relationship , val = -3.7782785076514926 )"
How many rows with relationship equal to 41.06681496342094 df,"equal ( data = adult , var1 = relationship , val = 41.06681496342094 )"
Number of rows with relationship less than or equal to -75.50624786646736 ,"less_eq ( data = adult , var1 = relationship , val = -75.50624786646736 )"
How many entries where relationship  <  37.3643140584646 data,"less ( data = adult , var1 = relationship , val = 37.3643140584646 )"
scatterplot of relationship with hours_per_week in df adult,"scatterplot ( data = adult, var1 = relationship , var2 = hours_per_week )"
correlation between relationship with workclass in adult,"corr ( data = adult, var1 = relationship , var2 = workclass )"
correlation between relationship and age in adult df,"corr ( data = adult, var1 = relationship , var2 = age )"
cor between relationship with hours_per_week in adult data base,"corr ( data = adult, var1 = relationship , var2 = hours_per_week )"
scatter plot of relationship and education_num in adult data base,"scatterplot ( data = adult, var1 = relationship , var2 = education_num )"
cor between relationship and age in data adult,"corr ( data = adult, var1 = relationship , var2 = age )"
cor of relationship with sex in adult df,"corr ( data = adult, var1 = relationship , var2 = sex )"
scatter plot between relationship and capital_loss in dataset adult,"scatterplot ( data = adult, var1 = relationship , var2 = capital_loss )"
cor between relationship and education_num in adult,"corr ( data = adult, var1 = relationship , var2 = education_num )"
scatterplot of relationship with marital_status in adult,"scatterplot ( data = adult, var1 = relationship , var2 = marital_status )"
load adult dataset ,load ( data = adult )
store adult df  and store in {data}_df,load ( data = adult )
store adult df  and store in variable df,load ( data = adult )
load adult df ,load ( data = adult )
store adult df ,load ( data = adult )
min of the race in dataset adult,"minimum ( data = adult , var1 = race )"
corr of race in adult,"corr ( data = adult , var1 = race )"
min of the race in dataset adult,"minimum ( data = adult , var1 = race )"
quantity of race in adult,"summation ( data = adult , var1 = race )"
histogram of the race in adult data base,"histogram ( data = adult , var1 = race )"
minimum of race in adult dataset,"minimum ( data = adult , var1 = race )"
spans of race in adult data,"ranges ( data = adult , var1 = race )"
distribution of race in adult,"histogram ( data = adult , var1 = race )"
maximum of the race in adult dataset,"maximum ( data = adult , var1 = race )"
spans of the race in df adult,"ranges ( data = adult , var1 = race )"
sparsity of race in data adult,"variance ( data = adult , var1 = race )"
correlation of race in adult data,"corr ( data = adult , var1 = race )"
boxplot of race in df adult,"boxplot ( data = adult , var1 = race )"
cor of the race in adult data base,"corr ( data = adult , var1 = race )"
largest of the race in adult data base,"maximum ( data = adult , var1 = race )"
mean of the race in adult dataset,"mean ( data = adult , var1 = race )"
min of the race in adult,"minimum ( data = adult , var1 = race )"
sd of the race in adult,"std ( data = adult , var1 = race )"
range of the race in dataset adult,"ranges ( data = adult , var1 = race )"
cor of the race in dataset adult,"corr ( data = adult , var1 = race )"
corr of the race in df adult,"corr ( data = adult , var1 = race )"
standard deviation of race in adult data base,"std ( data = adult , var1 = race )"
span of race in adult data,"ranges ( data = adult , var1 = race )"
ranges of the race in adult df,"ranges ( data = adult , var1 = race )"
spans of the race in adult data base,"ranges ( data = adult , var1 = race )"
range of the race in df adult,"ranges ( data = adult , var1 = race )"
cor of race in dataset adult,"corr ( data = adult , var1 = race )"
min of race in adult df,"minimum ( data = adult , var1 = race )"
smallest of the race in adult df,"minimum ( data = adult , var1 = race )"
corr of race in adult df,"corr ( data = adult , var1 = race )"
smallest of the adult,minimum ( data = adult )
Number of rows where race = -85.015556799538 ,"equal ( data = adult , var1 = race , val = -85.015556799538 )"
Number of info  race  ==  -57.246617743733985 ,"equal ( data = adult , var1 = race , val = -57.246617743733985 )"
How many rows with race  >=  79.80092998178384 ,"greater_eq ( data = adult , var1 = race , val = 79.80092998178384 )"
Number of entries where race smaller than or same as 49.25948650618963 df,"less_eq ( data = adult , var1 = race , val = 49.25948650618963 )"
Number of entries with race lower than -43.81948095701058 df,"less ( data = adult , var1 = race , val = -43.81948095701058 )"
How many entries  race >= -90.54064823893793 dataset,"greater_eq ( data = adult , var1 = race , val = -90.54064823893793 )"
Number of rows with race = -65.9094260942963 data,"equal ( data = adult , var1 = race , val = -65.9094260942963 )"
How many data where race smaller than or equal to -60.85447277235361 dataset,"less_eq ( data = adult , var1 = race , val = -60.85447277235361 )"
How many info where race greater than or equal to -77.47727101748494 data,"greater_eq ( data = adult , var1 = race , val = -77.47727101748494 )"
How many entries  race  <=  39.818460492737415 data,"less_eq ( data = adult , var1 = race , val = 39.818460492737415 )"
How many entries with race greater than -36.54366320145981 data,"greater ( data = adult , var1 = race , val = -36.54366320145981 )"
How many entries with race == 71.63743874732583 df,"equal ( data = adult , var1 = race , val = 71.63743874732583 )"
Number of rows with race lower than or equal to 57.67494606833054 ,"less_eq ( data = adult , var1 = race , val = 57.67494606833054 )"
How many data with race  <  -98.99968885640267 dataset,"less ( data = adult , var1 = race , val = -98.99968885640267 )"
How many entries with race smaller than or same as -31.859520364323075 df,"less_eq ( data = adult , var1 = race , val = -31.859520364323075 )"
How many rows where race <= -59.04194289975675 dataset,"less_eq ( data = adult , var1 = race , val = -59.04194289975675 )"
Number of entries with race less than or equal to 11.946238774257097 ,"less_eq ( data = adult , var1 = race , val = 11.946238774257097 )"
How many info where race larger than or same as 85.71238848478075 data,"greater_eq ( data = adult , var1 = race , val = 85.71238848478075 )"
How many entries where race larger than or equal to 10.38669197266158 ,"greater_eq ( data = adult , var1 = race , val = 10.38669197266158 )"
How many info  race bigger than 64.12419204507472 df,"greater ( data = adult , var1 = race , val = 64.12419204507472 )"
scatter plot between race with sex in data adult,"scatterplot ( data = adult, var1 = race , var2 = sex )"
scatterplot between race with age in adult dataset,"scatterplot ( data = adult, var1 = race , var2 = age )"
correlation of race with education_num in df adult,"corr ( data = adult, var1 = race , var2 = education_num )"
scatterplot between race and workclass in df adult,"scatterplot ( data = adult, var1 = race , var2 = workclass )"
cor of race and fnlwgt in adult df,"corr ( data = adult, var1 = race , var2 = fnlwgt )"
scatterplot of race and capital_loss in adult data base,"scatterplot ( data = adult, var1 = race , var2 = capital_loss )"
scatterplot between race and age in data adult,"scatterplot ( data = adult, var1 = race , var2 = age )"
cor between race with age in adult,"corr ( data = adult, var1 = race , var2 = age )"
corr between race with workclass in adult,"corr ( data = adult, var1 = race , var2 = workclass )"
correlation of race with fnlwgt in adult,"corr ( data = adult, var1 = race , var2 = fnlwgt )"
load adult dataset  and store in a,load ( data = adult )
load adult df ,load ( data = adult )
load adult df  in {data}_df,load ( data = adult )
store adult data  and store in {data}_data,load ( data = adult )
load adult dataset  and store in variable a,load ( data = adult )
sparsity of the sex in data adult,"variance ( data = adult , var1 = sex )"
deviation of sex in adult,"std ( data = adult , var1 = sex )"
quantity of the sex in adult dataset,"summation ( data = adult , var1 = sex )"
typical of sex in adult df,"mean ( data = adult , var1 = sex )"
corr of the sex in adult,"corr ( data = adult , var1 = sex )"
sparsity of sex in dataset adult,"variance ( data = adult , var1 = sex )"
variance of sex in df adult,"variance ( data = adult , var1 = sex )"
hist of the sex in adult,"histogram ( data = adult , var1 = sex )"
highest of the sex in dataset adult,"maximum ( data = adult , var1 = sex )"
standard deviation of the sex in dataset adult,"std ( data = adult , var1 = sex )"
quantile of sex in adult df,"quantile ( data = adult , var1 = sex )"
largest of sex in adult data,"maximum ( data = adult , var1 = sex )"
maximum of sex in data adult,"maximum ( data = adult , var1 = sex )"
max of sex in df adult,"maximum ( data = adult , var1 = sex )"
spans of the sex in adult data base,"ranges ( data = adult , var1 = sex )"
amount of the sex in data adult,"summation ( data = adult , var1 = sex )"
sum of the sex in adult,"summation ( data = adult , var1 = sex )"
ranges of the sex in adult data,"ranges ( data = adult , var1 = sex )"
standard deviation of the sex in df adult,"std ( data = adult , var1 = sex )"
variance of sex in adult,"variance ( data = adult , var1 = sex )"
var of the sex in adult data base,"variance ( data = adult , var1 = sex )"
sparsity of sex in dataset adult,"variance ( data = adult , var1 = sex )"
corr of the sex in adult,"corr ( data = adult , var1 = sex )"
hist of the sex in dataset adult,"histogram ( data = adult , var1 = sex )"
boxplot of the sex in df adult,"boxplot ( data = adult , var1 = sex )"
sparsity of sex in adult data,"std ( data = adult , var1 = sex )"
boxplot of the sex in dataset adult,"boxplot ( data = adult , var1 = sex )"
hist of sex in adult data base,"histogram ( data = adult , var1 = sex )"
quantity of sex in adult dataset,"summation ( data = adult , var1 = sex )"
max of sex in dataset adult,"maximum ( data = adult , var1 = sex )"
variance of adult,variance ( data = adult )
Number of data where sex larger than -32.94619577645341 ,"greater ( data = adult , var1 = sex , val = -32.94619577645341 )"
Number of info  sex larger than or equal to -73.23478466689093 dataset,"greater_eq ( data = adult , var1 = sex , val = -73.23478466689093 )"
How many info where sex less than -21.741603616241605 df,"less ( data = adult , var1 = sex , val = -21.741603616241605 )"
Number of rows with sex == 4.0166647938693245 dataset,"equal ( data = adult , var1 = sex , val = 4.0166647938693245 )"
Number of data where sex smaller than or equal to -65.69059491208813 dataset,"less_eq ( data = adult , var1 = sex , val = -65.69059491208813 )"
Number of info  sex > 93.1506837557564 dataset,"greater ( data = adult , var1 = sex , val = 93.1506837557564 )"
Number of entries where sex greater than or equal to -89.16885661624028 data,"greater_eq ( data = adult , var1 = sex , val = -89.16885661624028 )"
How many data with sex larger than or equal to -89.21912689449096 data,"greater_eq ( data = adult , var1 = sex , val = -89.21912689449096 )"
How many data with sex larger than 64.40502702682312 df,"greater ( data = adult , var1 = sex , val = 64.40502702682312 )"
How many rows  sex <= -90.23370943725872 dataset,"less_eq ( data = adult , var1 = sex , val = -90.23370943725872 )"
How many entries  sex less than or equal to -74.61318577025753 df,"less_eq ( data = adult , var1 = sex , val = -74.61318577025753 )"
Number of rows where sex greater than -64.88808499295308 ,"greater ( data = adult , var1 = sex , val = -64.88808499295308 )"
How many info  sex greater than or same as -44.68530133524398 ,"greater_eq ( data = adult , var1 = sex , val = -44.68530133524398 )"
How many data where sex higher than or same as 14.06570692458476 df,"greater_eq ( data = adult , var1 = sex , val = 14.06570692458476 )"
Number of rows where sex higher than or equal to -70.58587311059452 data,"greater_eq ( data = adult , var1 = sex , val = -70.58587311059452 )"
Number of data where sex <= 40.14112797389447 data,"less_eq ( data = adult , var1 = sex , val = 40.14112797389447 )"
Number of entries with sex  <=  -1.8529264683923685 ,"less_eq ( data = adult , var1 = sex , val = -1.8529264683923685 )"
How many rows with sex smaller than -81.53406911265095 df,"less ( data = adult , var1 = sex , val = -81.53406911265095 )"
How many entries  sex less than or equal to 24.04617036545534 df,"less_eq ( data = adult , var1 = sex , val = 24.04617036545534 )"
How many info  sex bigger than or equal to 41.2244580496654 data,"greater_eq ( data = adult , var1 = sex , val = 41.2244580496654 )"
corr of sex and education_num in adult,"corr ( data = adult, var1 = sex , var2 = education_num )"
corr between sex and fnlwgt in dataset adult,"corr ( data = adult, var1 = sex , var2 = fnlwgt )"
corr of sex with occupation in adult data,"corr ( data = adult, var1 = sex , var2 = occupation )"
corr between sex and native_country in adult data base,"corr ( data = adult, var1 = sex , var2 = native_country )"
cor between sex and workclass in adult data base,"corr ( data = adult, var1 = sex , var2 = workclass )"
scatter plot of sex and education in dataset adult,"scatterplot ( data = adult, var1 = sex , var2 = education )"
scatter plot of sex and marital_status in df adult,"scatterplot ( data = adult, var1 = sex , var2 = marital_status )"
correlation between sex and marital_status in adult data base,"corr ( data = adult, var1 = sex , var2 = marital_status )"
scatter plot of sex and workclass in adult df,"scatterplot ( data = adult, var1 = sex , var2 = workclass )"
scatterplot of sex and workclass in data adult,"scatterplot ( data = adult, var1 = sex , var2 = workclass )"
load adult dataset  and store in variable d,load ( data = adult )
load adult   and store in variable d,load ( data = adult )
load adult   and store in a,load ( data = adult )
load adult   and store in variable data,load ( data = adult )
store adult data ,load ( data = adult )
average of capital_gain in adult,"mean ( data = adult , var1 = capital_gain )"
cor of capital_gain in adult,"corr ( data = adult , var1 = capital_gain )"
boxplot of the capital_gain in adult dataset,"boxplot ( data = adult , var1 = capital_gain )"
distribution of capital_gain in adult data,"histogram ( data = adult , var1 = capital_gain )"
typical of the capital_gain in adult df,"mean ( data = adult , var1 = capital_gain )"
distribution of the capital_gain in adult,"histogram ( data = adult , var1 = capital_gain )"
standard deviation of capital_gain in df adult,"std ( data = adult , var1 = capital_gain )"
sparsity of capital_gain in dataset adult,"std ( data = adult , var1 = capital_gain )"
standard deviation of the capital_gain in adult data base,"std ( data = adult , var1 = capital_gain )"
histogram of capital_gain in adult data,"histogram ( data = adult , var1 = capital_gain )"
hist of capital_gain in adult data,"histogram ( data = adult , var1 = capital_gain )"
amount of capital_gain in adult df,"summation ( data = adult , var1 = capital_gain )"
corr of the capital_gain in adult dataset,"corr ( data = adult , var1 = capital_gain )"
correlation of capital_gain in adult dataset,"corr ( data = adult , var1 = capital_gain )"
average of capital_gain in data adult,"mean ( data = adult , var1 = capital_gain )"
minimum of capital_gain in adult,"minimum ( data = adult , var1 = capital_gain )"
sparsity of capital_gain in adult data,"variance ( data = adult , var1 = capital_gain )"
range of capital_gain in adult df,"ranges ( data = adult , var1 = capital_gain )"
std of capital_gain in adult,"std ( data = adult , var1 = capital_gain )"
minimum of the capital_gain in adult,"minimum ( data = adult , var1 = capital_gain )"
smallest of the capital_gain in dataset adult,"minimum ( data = adult , var1 = capital_gain )"
range of the capital_gain in df adult,"ranges ( data = adult , var1 = capital_gain )"
boxplot of the capital_gain in df adult,"boxplot ( data = adult , var1 = capital_gain )"
amount of capital_gain in dataset adult,"summation ( data = adult , var1 = capital_gain )"
var of capital_gain in df adult,"variance ( data = adult , var1 = capital_gain )"
sum of the capital_gain in adult,"summation ( data = adult , var1 = capital_gain )"
quantile of the capital_gain in adult dataset,"quantile ( data = adult , var1 = capital_gain )"
variance of capital_gain in adult data base,"variance ( data = adult , var1 = capital_gain )"
sd of capital_gain in adult,"std ( data = adult , var1 = capital_gain )"
minimum of the capital_gain in df adult,"minimum ( data = adult , var1 = capital_gain )"
load of the adult,load ( data = adult )
How many rows where capital_gain higher than or same as -94.27773115119635 data,"greater_eq ( data = adult , var1 = capital_gain , val = -94.27773115119635 )"
Number of info where capital_gain  >  53.0537856192563 df,"greater ( data = adult , var1 = capital_gain , val = 53.0537856192563 )"
Number of rows  capital_gain is 21.767082334874814 data,"equal ( data = adult , var1 = capital_gain , val = 21.767082334874814 )"
Number of rows where capital_gain < -62.888099595368544 data,"less ( data = adult , var1 = capital_gain , val = -62.888099595368544 )"
Number of rows with capital_gain  >=  -84.18580406180172 dataset,"greater_eq ( data = adult , var1 = capital_gain , val = -84.18580406180172 )"
How many data where capital_gain larger than or equal to 2.2546937285540025 df,"greater_eq ( data = adult , var1 = capital_gain , val = 2.2546937285540025 )"
How many data where capital_gain less than or equal to 32.897200796397186 data,"less_eq ( data = adult , var1 = capital_gain , val = 32.897200796397186 )"
How many rows  capital_gain smaller than 84.49717082764045 df,"less ( data = adult , var1 = capital_gain , val = 84.49717082764045 )"
Number of entries with capital_gain greater than or equal to -8.086755882619002 ,"greater_eq ( data = adult , var1 = capital_gain , val = -8.086755882619002 )"
How many entries  capital_gain larger than or same as -40.80495792910956 df,"greater_eq ( data = adult , var1 = capital_gain , val = -40.80495792910956 )"
How many data where capital_gain == -74.92166603131567 dataset,"equal ( data = adult , var1 = capital_gain , val = -74.92166603131567 )"
How many info where capital_gain higher than or equal to 53.38711120090565 df,"greater_eq ( data = adult , var1 = capital_gain , val = 53.38711120090565 )"
How many rows where capital_gain  ==  40.60351373094451 ,"equal ( data = adult , var1 = capital_gain , val = 40.60351373094451 )"
How many entries with capital_gain larger than or same as 63.657797341947315 df,"greater_eq ( data = adult , var1 = capital_gain , val = 63.657797341947315 )"
Number of info where capital_gain larger than -59.143777005853316 dataset,"greater ( data = adult , var1 = capital_gain , val = -59.143777005853316 )"
Number of data with capital_gain less than or equal to -20.21364757065551 df,"less_eq ( data = adult , var1 = capital_gain , val = -20.21364757065551 )"
Number of rows  capital_gain bigger than or same as -73.81663584731895 data,"greater_eq ( data = adult , var1 = capital_gain , val = -73.81663584731895 )"
How many entries  capital_gain less than or equal to 84.85753831869849 ,"less_eq ( data = adult , var1 = capital_gain , val = 84.85753831869849 )"
How many data with capital_gain greater than or equal to -76.6420634869286 data,"greater_eq ( data = adult , var1 = capital_gain , val = -76.6420634869286 )"
How many data  capital_gain smaller than or equal to -16.405558022853512 df,"less_eq ( data = adult , var1 = capital_gain , val = -16.405558022853512 )"
scatterplot of capital_gain and workclass in adult df,"scatterplot ( data = adult, var1 = capital_gain , var2 = workclass )"
cor of capital_gain with occupation in adult data,"corr ( data = adult, var1 = capital_gain , var2 = occupation )"
scatterplot between capital_gain and fnlwgt in adult data,"scatterplot ( data = adult, var1 = capital_gain , var2 = fnlwgt )"
corr of capital_gain and capital_loss in data adult,"corr ( data = adult, var1 = capital_gain , var2 = capital_loss )"
corr between capital_gain and occupation in adult dataset,"corr ( data = adult, var1 = capital_gain , var2 = occupation )"
correlation between capital_gain and marital_status in dataset adult,"corr ( data = adult, var1 = capital_gain , var2 = marital_status )"
cor of capital_gain and relationship in adult df,"corr ( data = adult, var1 = capital_gain , var2 = relationship )"
scatterplot between capital_gain and sex in df adult,"scatterplot ( data = adult, var1 = capital_gain , var2 = sex )"
correlation between capital_gain with education_num in adult data,"corr ( data = adult, var1 = capital_gain , var2 = education_num )"
scatterplot between capital_gain with capital_loss in dataset adult,"scatterplot ( data = adult, var1 = capital_gain , var2 = capital_loss )"
load adult   in data,load ( data = adult )
load adult   and store in a,load ( data = adult )
load adult df  and store in variable data,load ( data = adult )
store adult df  and store in variable a,load ( data = adult )
store adult  ,load ( data = adult )
std of capital_loss in dataset adult,"std ( data = adult , var1 = capital_loss )"
span of the capital_loss in dataset adult,"ranges ( data = adult , var1 = capital_loss )"
amount of the capital_loss in data adult,"summation ( data = adult , var1 = capital_loss )"
aggregate of the capital_loss in adult data,"summation ( data = adult , var1 = capital_loss )"
ranges of capital_loss in df adult,"ranges ( data = adult , var1 = capital_loss )"
sum of capital_loss in adult data,"summation ( data = adult , var1 = capital_loss )"
typical of the capital_loss in adult df,"mean ( data = adult , var1 = capital_loss )"
correlation of capital_loss in adult data base,"corr ( data = adult , var1 = capital_loss )"
deviation of capital_loss in adult df,"std ( data = adult , var1 = capital_loss )"
range of capital_loss in adult df,"ranges ( data = adult , var1 = capital_loss )"
smallest of capital_loss in adult dataset,"minimum ( data = adult , var1 = capital_loss )"
sparsity of the capital_loss in data adult,"std ( data = adult , var1 = capital_loss )"
sum of the capital_loss in dataset adult,"summation ( data = adult , var1 = capital_loss )"
sum of capital_loss in adult data,"summation ( data = adult , var1 = capital_loss )"
range of capital_loss in adult,"ranges ( data = adult , var1 = capital_loss )"
sum of the capital_loss in adult data base,"summation ( data = adult , var1 = capital_loss )"
std of capital_loss in data adult,"std ( data = adult , var1 = capital_loss )"
mean of capital_loss in adult,"mean ( data = adult , var1 = capital_loss )"
standard deviation of capital_loss in adult,"std ( data = adult , var1 = capital_loss )"
deviation of capital_loss in df adult,"std ( data = adult , var1 = capital_loss )"
smallest of the capital_loss in df adult,"minimum ( data = adult , var1 = capital_loss )"
ranges of capital_loss in dataset adult,"ranges ( data = adult , var1 = capital_loss )"
sparsity of the capital_loss in adult,"std ( data = adult , var1 = capital_loss )"
mean of capital_loss in adult data,"mean ( data = adult , var1 = capital_loss )"
histogram of capital_loss in adult data base,"histogram ( data = adult , var1 = capital_loss )"
minimum of the capital_loss in adult df,"minimum ( data = adult , var1 = capital_loss )"
spans of capital_loss in adult data,"ranges ( data = adult , var1 = capital_loss )"
average of capital_loss in adult data,"mean ( data = adult , var1 = capital_loss )"
ranges of the capital_loss in adult data,"ranges ( data = adult , var1 = capital_loss )"
quantile of the capital_loss in df adult,"quantile ( data = adult , var1 = capital_loss )"
sparsity of the adult,variance ( data = adult )
Number of entries with capital_loss less than -72.10514599966848 data,"less ( data = adult , var1 = capital_loss , val = -72.10514599966848 )"
Number of info where capital_loss smaller than -35.81656502146389 ,"less ( data = adult , var1 = capital_loss , val = -35.81656502146389 )"
Number of entries with capital_loss lower than -76.31833130578367 data,"less ( data = adult , var1 = capital_loss , val = -76.31833130578367 )"
How many rows with capital_loss higher than or equal to -12.923906078887313 ,"greater_eq ( data = adult , var1 = capital_loss , val = -12.923906078887313 )"
Number of info with capital_loss > 13.22197209390174 dataset,"greater ( data = adult , var1 = capital_loss , val = 13.22197209390174 )"
Number of data  capital_loss greater than 64.30851894740465 data,"greater ( data = adult , var1 = capital_loss , val = 64.30851894740465 )"
Number of rows  capital_loss  >=  50.50416532520626 dataset,"greater_eq ( data = adult , var1 = capital_loss , val = 50.50416532520626 )"
How many data  capital_loss higher than or same as -98.48362664298007 dataset,"greater_eq ( data = adult , var1 = capital_loss , val = -98.48362664298007 )"
Number of info with capital_loss smaller than 75.05165849251631 ,"less ( data = adult , var1 = capital_loss , val = 75.05165849251631 )"
How many rows with capital_loss < 8.23150894241968 df,"less ( data = adult , var1 = capital_loss , val = 8.23150894241968 )"
Number of rows with capital_loss less than 79.86065895027124 dataset,"less ( data = adult , var1 = capital_loss , val = 79.86065895027124 )"
How many data where capital_loss bigger than -25.729869227109788 ,"greater ( data = adult , var1 = capital_loss , val = -25.729869227109788 )"
How many entries where capital_loss == -22.74294811576776 ,"equal ( data = adult , var1 = capital_loss , val = -22.74294811576776 )"
Number of info where capital_loss > 42.6408767917701 data,"greater ( data = adult , var1 = capital_loss , val = 42.6408767917701 )"
How many rows where capital_loss equal to -4.266509489916942 df,"equal ( data = adult , var1 = capital_loss , val = -4.266509489916942 )"
How many entries  capital_loss higher than or equal to 64.76275362368295 df,"greater_eq ( data = adult , var1 = capital_loss , val = 64.76275362368295 )"
How many info with capital_loss bigger than or equal to 9.520765036892527 dataset,"greater_eq ( data = adult , var1 = capital_loss , val = 9.520765036892527 )"
Number of entries with capital_loss == -2.8915321372983414 df,"equal ( data = adult , var1 = capital_loss , val = -2.8915321372983414 )"
Number of info  capital_loss <= -31.549509680371727 dataset,"less_eq ( data = adult , var1 = capital_loss , val = -31.549509680371727 )"
How many entries with capital_loss  =  -14.93708468839354 dataset,"equal ( data = adult , var1 = capital_loss , val = -14.93708468839354 )"
cor between capital_loss with sex in adult data,"corr ( data = adult, var1 = capital_loss , var2 = sex )"
scatterplot between capital_loss with house_serv in df adult,"scatterplot ( data = adult, var1 = capital_loss , var2 = house_serv )"
corr between capital_loss and relationship in adult,"corr ( data = adult, var1 = capital_loss , var2 = relationship )"
scatterplot of capital_loss with race in dataset adult,"scatterplot ( data = adult, var1 = capital_loss , var2 = race )"
corr of capital_loss and house_serv in adult df,"corr ( data = adult, var1 = capital_loss , var2 = house_serv )"
scatterplot of capital_loss with education_num in data adult,"scatterplot ( data = adult, var1 = capital_loss , var2 = education_num )"
correlation of capital_loss with occupation in dataset adult,"corr ( data = adult, var1 = capital_loss , var2 = occupation )"
scatterplot between capital_loss with sex in adult data base,"scatterplot ( data = adult, var1 = capital_loss , var2 = sex )"
correlation of capital_loss with education in adult data,"corr ( data = adult, var1 = capital_loss , var2 = education )"
scatterplot of capital_loss with education in adult data base,"scatterplot ( data = adult, var1 = capital_loss , var2 = education )"
load adult   and store in variable data,load ( data = adult )
load adult df  and store in {data}_data,load ( data = adult )
load adult   in {data}_df,load ( data = adult )
load adult   and store in variable ,load ( data = adult )
store adult data  in {data}_data,load ( data = adult )
amount of the hours_per_week in dataset adult,"summation ( data = adult , var1 = hours_per_week )"
max of the hours_per_week in adult df,"maximum ( data = adult , var1 = hours_per_week )"
maximum of hours_per_week in adult,"maximum ( data = adult , var1 = hours_per_week )"
highest of hours_per_week in df adult,"maximum ( data = adult , var1 = hours_per_week )"
distribution of the hours_per_week in adult,"histogram ( data = adult , var1 = hours_per_week )"
quantile of hours_per_week in data adult,"quantile ( data = adult , var1 = hours_per_week )"
histogram of the hours_per_week in adult data,"histogram ( data = adult , var1 = hours_per_week )"
quantile of the hours_per_week in adult df,"quantile ( data = adult , var1 = hours_per_week )"
hist of the hours_per_week in adult dataset,"histogram ( data = adult , var1 = hours_per_week )"
