utterance,target
What is your prediction of malic_acid when hue is -15.784350280924059 in the wine dataset? ,"lr_pred ( model = linreg, newdata = { 'hue' : -15.784350280924059 } ) )"
Predict the malic_acid when hue is -75.24255459669152 in the wine data.,"lr_pred ( model = linreg, newdata = { 'hue' : -75.24255459669152 } ) )"
What do you think the malic_acid should be when the hue is 18.16145750249359 in the wine dataset? ,"lr_pred ( model = linreg, newdata = { 'hue' : 18.16145750249359 } ) )"
Can you take the average of all buying in the car data base ,"mean ( data = car , var1 = 'buying' )"
Please find the coldest buying in the car data base ,"min ( data = car , var1 = 'buying' )"
Find the hottest buying in the car database ,"max ( data = car , var1 = 'buying' )"
What is the correlation between buying and safety in the database in the car dataset.,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Find a linear regression between safety and buying in car data.,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Based on the regression can you find the predicted value using linreg when buying is -87.29942638117323 degrees in car data,"lr_pred ( model = linreg, newdata = { 'buying' : -87.29942638117323 } ) )"
What's the average of buying in the car dataset? ,"mean ( data = car , var1 = 'buying' )"
What's mean of the buying in the car data set,"mean ( data = car , var1 = 'buying' )"
What's the average buying in in the car dataset? ,"mean ( data = car , var1 = 'buying' )"
What's the lowest buying in car,"max ( data = car , var1 = 'buying' )"
What's the minimum buying of all buying in the car dataset? ,"max ( data = car , var1 = 'buying' )"
What's the coldest buying in the car dataset? ,"min ( data = car , var1 = 'buying' )"
What's the highest buying in car in the car data,"min ( data = car , var1 = 'buying' )"
What's the max buying of all buying in the car,"max ( data = car , var1 = 'buying' )"
What's the hottest buying in the car dataset? ,"max ( data = car , var1 = 'buying' )"
What's the correlation between buying and safety in the car dataset? ,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Is there a correlation between buying and safety in the car ?,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Could you find the correlation between buying and safety in the car dataset? ,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
What's the relationship between buying and safety in the car data? ,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Can you make a relationship between buying and safety in the car dataset? ,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
What's the linear regression of buying on safety in the car dataset? ,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Can you predict from the model what safety is associated with buying = 84.82640811335989 in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'buying' : 84.82640811335989 } ) )"
What's the predicted safety when buying is 89.58456691391015 in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'buying' : 89.58456691391015 } ) )"
What's the predicted value of safety when buying is 88.78023110544945 degrees in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'buying' : 88.78023110544945 } ) )"
What is the mean buying in the car dataset? ,"mean ( data = car , var1 = 'buying' )"
Give me the mean of buying in the car,"mean ( data = car , var1 = 'buying' )"
Tell me what the mean of the buying is in the car data,"mean ( data = car , var1 = 'buying' )"
What is the minimum of buying in the car ,"min ( data = car , var1 = 'buying' )"
What is the minimum buying entry in the car dataset?,"min ( data = car , var1 = 'buying' )"
Tell me what the minimum buying is in the car dataset.  ,"min ( data = car , var1 = 'buying' )"
What is the maximum of buying in the car dataset? ,"max ( data = car , var1 = 'buying' )"
What is the maximum buying entry in the car dataset? ,"max ( data = car , var1 = 'buying' )"
Give me the maximum of buying in the car dataset.,"max ( data = car , var1 = 'buying' )"
What is the correlation between buying and safety in the car dataset? ,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
How correlated is buying from safety in the car dataset? ,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Give me the correlation between buying and safety in the car dataset. ,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
What is the linear model of buying predicting safety in the car dataset? ,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
What is the regression model of buying predicting safety in the car dataset? ,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
What is the regression equation of buying predicting safety in the car dataset? ,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Given that buying is -31.511679613214255 predict what the value of safety would be in the car dataset.,"lr_pred ( model = linreg, newdata = { 'buying' : -31.511679613214255 } ) )"
What is the safety when the buying is -0.266581833645958 in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'buying' : -0.266581833645958 } ) )"
"When the buying is -54.077547360328346 , what is the value of safety in the car dataset? ","lr_pred ( model = linreg, newdata = { 'buying' : -54.077547360328346 } ) )"
What is the average buying of the car dataset? ,"mean ( data = car , var1 = 'buying' )"
Can you tell me what the average buying of the car dataset? ,"mean ( data = car , var1 = 'buying' )"
Find the total mean buying in the car dataset.,"mean ( data = car , var1 = 'buying' )"
What is the lowest buying of the car dataset,"min ( data = car , var1 = 'buying' )"
Can you tell me what the buying was on the coldest day in the car dataset? ,"min ( data = car , var1 = 'buying' )"
How cold did buying get based on the car dataset? ,"min ( data = car , var1 = 'buying' )"
What is the highest buying of the car dataset,"max ( data = car , var1 = 'buying' )"
Can you tell me what the buying was on the hottest day in the car dataset? ,"max ( data = car , var1 = 'buying' )"
How hot did buying get based on the car dataset?,"max ( data = car , var1 = 'buying' )"
What is the correlation between buying and safety in the car dataset? ,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Describe the relationship of buying and safety based on their correlation in the car dataset.,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Tell me the numeric correlation value of buying and safety in the car dataset.,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Create a linear model of buying through safety in the car data frame in the car dataset.,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Describe the relationship of buying and safety in the car data frame by creating a linear model in the car dataset.,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Can you tell me difference in relationship of safety and buying in the car dataset? ,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Predict the the linear model when the buying is at -98.4712161304601 degrees in the car dataset.,"lr_pred ( model = linreg, newdata = { 'buying' : -98.4712161304601 } ) )"
Find the buying linear model at 37.55359128349053 degrees in the car dataset.,"lr_pred ( model = linreg, newdata = { 'buying' : 37.55359128349053 } ) )"
Describe the linear model at buying = -60.947418294925896 degrees by using prediction in the car dataset.,"lr_pred ( model = linreg, newdata = { 'buying' : -60.947418294925896 } ) )"
What is the mean of the buying in the data car ? ,"mean ( data = car , var1 = 'buying' )"
Can you give me the average buying of the data car ? ,"mean ( data = car , var1 = 'buying' )"
Give the mean buying of the data car .,"mean ( data = car , var1 = 'buying' )"
What is the minimum of the buying in the data car ? ,"min ( data = car , var1 = 'buying' )"
Can you give me the lowest buying of the data car ? ,"min( data = car , var1 = 'buying' )"
Give the minimum buying of the data car .,"min ( data = car , var1 = 'buying' )"
What is the maximum of the buying in the data car ? ,"max ( data = car , var1 = 'buying' )"
Can you give me the highest recorded buying of the data car ? ,"max ( data = car , var1 = 'buying' )"
Give the maximum recorded buying of the data car .,"max ( data = car , var1 = 'buying' )"
Calculate the correlation value between the variables buying and in the car dataset.,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
What is the correlation between the variables buying and in the car dataset? ,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Can you give the correlation value between the variables buying and in the car dataset? ,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Fit a linear model between safety and buying in the car dataset. ,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Create a regression model of buying on safety in the car dataset.,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Can you create a linear model of buying on safety in the car dataset? ,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Can you calculate the predicted values of safety for the model described in the previous question given buying = -49.03252673341005 in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'buying' : -49.03252673341005 } ) )"
Please give the predicted values of the buying for the model described in the previous question in the car dataset.,"lr_pred ( model = linreg, newdata = { 'buying' : -49.03252673341005 } ) )"
What's the average buying in the car dataset? ,"mean ( data = car , var1 = 'buying' )"
What's the mean buying in the car dataset? ,"mean ( data = car , var1 = 'buying' )"
What's the buying on any average day in the car dataset? ,"mean ( data = car , var1 = 'buying' )"
What is the maximum buying in the car ,"max ( data = car , var1 = 'buying' )"
What's the hottest buying in the car dataset? ,"max ( data = car , var1 = 'buying' )"
Give me the highest buying degree in the car dataset. ,"max ( data = car , var1 = 'buying' )"
What is the lowest buying in the car dataset? ,"min ( data = car , var1 = 'buying' )"
What's the coldest buying in the car dataset? ,"min ( data = car , var1 = 'buying' )"
Give me the lowest buying degree in the car dataset. ,"min ( data = car , var1 = 'buying' )"
What's the relationship b/w buying and safety in the car dataset? ,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
How does buying influence safety in car,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Does buying have an affect on safety in the car dataset? ,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
What's the relationship between the buying and safety in the car dataset? ,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
How does buying influence safety in the car dataset? ,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Does buying have an affect on safety in the car dataset? ,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
What is the safety when buying is -46.36020685695954 in car dataset? ,"lr_pred ( model = linreg, newdata = { 'buying' : -46.36020685695954 } ) )"
buying is -6.554487115235389 and safety is what in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'buying' : -6.554487115235389 } ) )"
Give me the expected safety when buying is -44.56958943967004 in the car dataset. ,"lr_pred ( model = linreg, newdata = { 'buying' : -44.56958943967004 } ) )"
What is the average buying in the car dataset? ,"mean ( data = car , var1 = 'buying' )"
Find the average buying in the car dataset. ,"mean ( data = car , var1 = 'buying' )"
Tell me the average buying in the car dataset. ,"mean ( data = car , var1 = 'buying' )"
What is the highest buying value in the car dataset? ,"max ( data = car , var1 = 'buying' )"
Find the highest buying value in the car dataset. ,"max ( data = car , var1 = 'buying' )"
Tell me the highest buying value in the car dataset. ,"max ( data = car , var1 = 'buying' )"
What is the lowest buying value in the car dataset? ,"min ( data = car , var1 = 'buying' )"
Find the lowest buying value in the car dataset. ,"min ( data = car , var1 = 'buying' )"
Tell me the lowest buying value in the car dataset. ,"min ( data = car , var1 = 'buying' )"
What is the correlation between buying and in the car dataset? ,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Find the correlation between buying and safety in the car dataset. ,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Tell me the correlation between buying and safety in the car dataset. ,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
How does safety respond to a change in buying in the car dataset? ,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
How strong is the linear relationship between safety and buying in the car dataset? ,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Can a change in buying predict a change in safety in the car dataset? ,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Predict the safety level when the buying is -73.65502640046131 in the car dataset. ,"lr_pred ( model = linreg, newdata = { 'buying' : -73.65502640046131 } ) )"
What is the safety when the buying is 52.37671458488228 in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'buying' : 52.37671458488228 } ) )"
What would the safety be given a buying of 54.082185589516996 in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'buying' : 54.082185589516996 } ) )"
What's the average buying in the car dataset? ,"mean ( data = car , var1 = 'buying' )"
Of the listed buying what is the mean in the car dataset? ,"mean ( data = car , var1 = 'buying' )"
What is the mean buying in the car dataset? ,"mean ( data = car , var1 = 'buying' )"
Give the average buying in the car dataset.,"mean ( data = car , var1 = 'buying' )"
Tell me the average buying in the car dataset.,"mean ( data = car , var1 = 'buying' )"
"Of the listed buying values, which is the highest in the car dataset? ","max ( data = car , var1 = 'buying' )"
What is the highest buying listed in the car dataset? ,"max ( data = car , var1 = 'buying' )"
Which listed buying is the greatest in the car data? ,"max ( data = car , var1 = 'buying' )"
Give me the highest buying value in the car dataset.,"max ( data = car , var1 = 'buying' )"
What is the highest buying value in the car ? ,"max ( data = car , var1 = 'buying' )"
What's the highest buying value in the car dataset? ,"max ( data = car , var1 = 'buying' )"
"Of the listed buying values, which is the lowest in the car dataset? ","min ( data = car , var1 = 'buying' )"
What is the lowest buying listed in the car dataset? ,"min ( data = car , var1 = 'buying' )"
Which listed buying is the least in the car dataset? ,"min ( data = car , var1 = 'buying' )"
Give me the lowest buying value in the car dataset.,"min ( data = car , var1 = 'buying' )"
What is the lowest buying value in the car dataset? ,"min ( data = car , var1 = 'buying' )"
What's the lowest buying value in the car dataset? ,"min ( data = car , var1 = 'buying' )"
What is the actual buying and safety in the car dataset? ,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Give me the actual buying and safety in the car dataset.,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
"Tell me what safety is outside, and what's the actual buying in the car dataset? ","corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
"What safety does it feel like outside, and tell me the actual buying in the car dataset.","corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Is the safety higher than the actual buying (and vice-versa) in the car dataset? ,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
By how much is the safety higher than the actual buying (and vice-versa) in the car dataset? ,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
What's the relationship between buying and safety in car ?,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
How correlated are buying and safety in the car dataset? ,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
How are buying and safety correlated in the car ? ,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
To what extent are buying and safety in the car dataset? ,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
What's the safety at buying = 90.22509402329482 degrees in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'buying' : 90.22509402329482 } ) )"
"At buying = 22.98698361325671 degrees, what's the predicted safety in the car dataset? ","lr_pred ( model = linreg, newdata = { 'buying' : 22.98698361325671 } ) )"
What is the safety at the current buying in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'buying' : 22.98698361325671 } ) )"
What is the safety at the predicted buying at 14.749003009975794 pm in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'buying' : 14.749003009975794 } ) )"
"At buying is -44.9528449966244 degrees, what will the safety be in the car dataset? ","lr_pred ( model = linreg, newdata = { 'buying' : -44.9528449966244 } ) )"
what is the average buying in the car dataset? ,"mean ( data = car , var1 = 'buying' )"
what's the mean buying in the car dataset? ,"mean ( data = car , var1 = 'buying' )"
how is the buying usually in the car dataset? ,"mean ( data = car , var1 = 'buying' )"
what is the typical buying in the car dataset? ,"mean ( data = car , var1 = 'buying' )"
how hot does buying get in the car dataset? ,"max ( data = car , var1 = 'buying' )"
how hot has buying ever gotten in the car dataset? ,"max ( data = car , var1 = 'buying' )"
what is the highest buying recorded in the car dataset? ,"max ( data = car , var1 = 'buying' )"
how cold does buying get in the car dataset? ,"min ( data = car , var1 = 'buying' )"
what's the coldest buying has ever been in the car dataset? ,"min ( data = car , var1 = 'buying' )"
what is the lowest buying recorded in the car dataset? ,"min ( data = car , var1 = 'buying' )"
does the safety like what was forecasted as a buying in the car dataset? ,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
to what extent does the safety forecasted match the actual buying in the car dataset? ,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
is the buying accurate to how it feels safety in the car dataset? ,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
what is the relationship between buying and safety in the car dataset? ,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
how does buying affect safety in the car dataset? ,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
is buying correlated with safety in the car dataset? ,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
"when buying is -42.91097931050778 degrees , what will the safety be in the car dataset?  ","lr_pred ( model = linreg, newdata = { 'buying' : -42.91097931050778 } ) )"
what will the safety be when buying is -14.221114909572094 degrees in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'buying' : -14.221114909572094 } ) )"
can I have the forecasted safety level for when it's buying is -6.19933117266865 degrees in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'buying' : -6.19933117266865 } ) )"
what is the average buying in the car dataset? ,"mean ( data = car , var1 = 'buying' )"
what is the highest buying recorded in the car dataset? ,"max ( data = car , var1 = 'buying' )"
what is the lowest buying recorded in the car dataset? ,"min ( data = car , var1 = 'buying' )"
is there a correlation beteeen buying and safety in the car dataset? ,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
is there a linear relationship between buying and safety in the car dataset? ,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
what is your prediction of safety when the buying is 8.782368257166269 in car data.,"lr_pred ( model = linreg, newdata = { 'buying' : 8.782368257166269 } ) )"
What is the average buying in the car dataset? ,"mean ( data = car , var1 = 'buying' )"
What's the average buying today in the car dataset? ,"mean ( data = car , var1 = 'buying' )"
Could you check the average buying today in the car dataset? ,"mean ( data = car , var1 = 'buying' )"
What is the highest buying value in the car dataset? ,"max ( data = car , var1 = 'buying' )"
What's the highest buying today in the car dataset? ,"max ( data = car , var1 = 'buying' )"
How high does the buying go in the car dataset? ,"max ( data = car , var1 = 'buying' )"
What is the lowest buying value in the car dataset? ,"min ( data = car , var1 = 'buying' )"
What is the lowest buying today in the car dataset? ,"min ( data = car , var1 = 'buying' )"
What is the coldest buying today in the car dataset? ,"min ( data = car , var1 = 'buying' )"
What is the correlation between buying and safety in the car dataset? ,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
what is the relationship between buying and safety in the car dataset? ,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Do you see any correlation between buying and safety in the car dataset? ,"corr ( data = car , var1 = 'buying' , var2 = 'safety' )"
What is the linear relationship of buying and safety in the car dataset? ,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Do you notice any linear relationship between buying and safety in the car dataset? ,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
Look for a linear relationship between buying and safety in the car dataset.,"lr ( data = car , var1 = 'buying' , var2 = 'safety' )"
What is your prediction of safety when buying is -1.2286563003919042 in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'buying' : -1.2286563003919042 } ) )"
Predict the safety when buying is 62.5066567530298 in the car data.,"lr_pred ( model = linreg, newdata = { 'buying' : 62.5066567530298 } ) )"
What do you think the safety should be when the buying is 42.1244698869792 in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'buying' : 42.1244698869792 } ) )"
Can you take the average of all maint in the car data base ,"mean ( data = car , var1 = 'maint' )"
Please find the coldest maint in the car data base ,"min ( data = car , var1 = 'maint' )"
Find the hottest maint in the car database ,"max ( data = car , var1 = 'maint' )"
What is the correlation between maint and doors in the database in the car dataset.,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Find a linear regression between doors and maint in car data.,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Based on the regression can you find the predicted value using linreg when maint is -92.9834466393318 degrees in car data,"lr_pred ( model = linreg, newdata = { 'maint' : -92.9834466393318 } ) )"
What's the average of maint in the car dataset? ,"mean ( data = car , var1 = 'maint' )"
What's mean of the maint in the car data set,"mean ( data = car , var1 = 'maint' )"
What's the average maint in in the car dataset? ,"mean ( data = car , var1 = 'maint' )"
What's the lowest maint in car,"max ( data = car , var1 = 'maint' )"
What's the minimum maint of all maint in the car dataset? ,"max ( data = car , var1 = 'maint' )"
What's the coldest maint in the car dataset? ,"min ( data = car , var1 = 'maint' )"
What's the highest maint in car in the car data,"min ( data = car , var1 = 'maint' )"
What's the max maint of all maint in the car,"max ( data = car , var1 = 'maint' )"
What's the hottest maint in the car dataset? ,"max ( data = car , var1 = 'maint' )"
What's the correlation between maint and doors in the car dataset? ,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Is there a correlation between maint and doors in the car ?,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Could you find the correlation between maint and doors in the car dataset? ,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
What's the relationship between maint and doors in the car data? ,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Can you make a relationship between maint and doors in the car dataset? ,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
What's the linear regression of maint on doors in the car dataset? ,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Can you predict from the model what doors is associated with maint = 33.66625155181657 in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'maint' : 33.66625155181657 } ) )"
What's the predicted doors when maint is -25.264994563374415 in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'maint' : -25.264994563374415 } ) )"
What's the predicted value of doors when maint is -80.165388660085 degrees in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'maint' : -80.165388660085 } ) )"
What is the mean maint in the car dataset? ,"mean ( data = car , var1 = 'maint' )"
Give me the mean of maint in the car,"mean ( data = car , var1 = 'maint' )"
Tell me what the mean of the maint is in the car data,"mean ( data = car , var1 = 'maint' )"
What is the minimum of maint in the car ,"min ( data = car , var1 = 'maint' )"
What is the minimum maint entry in the car dataset?,"min ( data = car , var1 = 'maint' )"
Tell me what the minimum maint is in the car dataset.  ,"min ( data = car , var1 = 'maint' )"
What is the maximum of maint in the car dataset? ,"max ( data = car , var1 = 'maint' )"
What is the maximum maint entry in the car dataset? ,"max ( data = car , var1 = 'maint' )"
Give me the maximum of maint in the car dataset.,"max ( data = car , var1 = 'maint' )"
What is the correlation between maint and doors in the car dataset? ,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
How correlated is maint from doors in the car dataset? ,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Give me the correlation between maint and doors in the car dataset. ,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
What is the linear model of maint predicting doors in the car dataset? ,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
What is the regression model of maint predicting doors in the car dataset? ,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
What is the regression equation of maint predicting doors in the car dataset? ,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Given that maint is -17.993820893209673 predict what the value of doors would be in the car dataset.,"lr_pred ( model = linreg, newdata = { 'maint' : -17.993820893209673 } ) )"
What is the doors when the maint is -73.10873935021732 in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'maint' : -73.10873935021732 } ) )"
"When the maint is -51.924188266130166 , what is the value of doors in the car dataset? ","lr_pred ( model = linreg, newdata = { 'maint' : -51.924188266130166 } ) )"
What is the average maint of the car dataset? ,"mean ( data = car , var1 = 'maint' )"
Can you tell me what the average maint of the car dataset? ,"mean ( data = car , var1 = 'maint' )"
Find the total mean maint in the car dataset.,"mean ( data = car , var1 = 'maint' )"
What is the lowest maint of the car dataset,"min ( data = car , var1 = 'maint' )"
Can you tell me what the maint was on the coldest day in the car dataset? ,"min ( data = car , var1 = 'maint' )"
How cold did maint get based on the car dataset? ,"min ( data = car , var1 = 'maint' )"
What is the highest maint of the car dataset,"max ( data = car , var1 = 'maint' )"
Can you tell me what the maint was on the hottest day in the car dataset? ,"max ( data = car , var1 = 'maint' )"
How hot did maint get based on the car dataset?,"max ( data = car , var1 = 'maint' )"
What is the correlation between maint and doors in the car dataset? ,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Describe the relationship of maint and doors based on their correlation in the car dataset.,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Tell me the numeric correlation value of maint and doors in the car dataset.,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Create a linear model of maint through doors in the car data frame in the car dataset.,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Describe the relationship of maint and doors in the car data frame by creating a linear model in the car dataset.,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Can you tell me difference in relationship of doors and maint in the car dataset? ,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Predict the the linear model when the maint is at 11.483466816545487 degrees in the car dataset.,"lr_pred ( model = linreg, newdata = { 'maint' : 11.483466816545487 } ) )"
Find the maint linear model at -97.78896169718378 degrees in the car dataset.,"lr_pred ( model = linreg, newdata = { 'maint' : -97.78896169718378 } ) )"
Describe the linear model at maint = 21.095426234876342 degrees by using prediction in the car dataset.,"lr_pred ( model = linreg, newdata = { 'maint' : 21.095426234876342 } ) )"
What is the mean of the maint in the data car ? ,"mean ( data = car , var1 = 'maint' )"
Can you give me the average maint of the data car ? ,"mean ( data = car , var1 = 'maint' )"
Give the mean maint of the data car .,"mean ( data = car , var1 = 'maint' )"
What is the minimum of the maint in the data car ? ,"min ( data = car , var1 = 'maint' )"
Can you give me the lowest maint of the data car ? ,"min( data = car , var1 = 'maint' )"
Give the minimum maint of the data car .,"min ( data = car , var1 = 'maint' )"
What is the maximum of the maint in the data car ? ,"max ( data = car , var1 = 'maint' )"
Can you give me the highest recorded maint of the data car ? ,"max ( data = car , var1 = 'maint' )"
Give the maximum recorded maint of the data car .,"max ( data = car , var1 = 'maint' )"
Calculate the correlation value between the variables maint and in the car dataset.,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
What is the correlation between the variables maint and in the car dataset? ,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Can you give the correlation value between the variables maint and in the car dataset? ,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Fit a linear model between doors and maint in the car dataset. ,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Create a regression model of maint on doors in the car dataset.,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Can you create a linear model of maint on doors in the car dataset? ,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Can you calculate the predicted values of doors for the model described in the previous question given maint = -94.98769673646932 in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'maint' : -94.98769673646932 } ) )"
Please give the predicted values of the maint for the model described in the previous question in the car dataset.,"lr_pred ( model = linreg, newdata = { 'maint' : -94.98769673646932 } ) )"
What's the average maint in the car dataset? ,"mean ( data = car , var1 = 'maint' )"
What's the mean maint in the car dataset? ,"mean ( data = car , var1 = 'maint' )"
What's the maint on any average day in the car dataset? ,"mean ( data = car , var1 = 'maint' )"
What is the maximum maint in the car ,"max ( data = car , var1 = 'maint' )"
What's the hottest maint in the car dataset? ,"max ( data = car , var1 = 'maint' )"
Give me the highest maint degree in the car dataset. ,"max ( data = car , var1 = 'maint' )"
What is the lowest maint in the car dataset? ,"min ( data = car , var1 = 'maint' )"
What's the coldest maint in the car dataset? ,"min ( data = car , var1 = 'maint' )"
Give me the lowest maint degree in the car dataset. ,"min ( data = car , var1 = 'maint' )"
What's the relationship b/w maint and doors in the car dataset? ,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
How does maint influence doors in car,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Does maint have an affect on doors in the car dataset? ,"corr ( data = car , var1 = 'maint' , var2 = 'doors' )"
What's the relationship between the maint and doors in the car dataset? ,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
How does maint influence doors in the car dataset? ,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
Does maint have an affect on doors in the car dataset? ,"lr ( data = car , var1 = 'maint' , var2 = 'doors' )"
What is the doors when maint is 56.67827442890484 in car dataset? ,"lr_pred ( model = linreg, newdata = { 'maint' : 56.67827442890484 } ) )"
maint is 40.01049268712319 and doors is what in the car dataset? ,"lr_pred ( model = linreg, newdata = { 'maint' : 40.01049268712319 } ) )"
Give me the expected doors when maint is -75.00361078092274 in the car dataset. ,"lr_pred ( model = linreg, newdata = { 'maint' : -75.00361078092274 } ) )"
What is the average maint in the car dataset? ,"mean ( data = car , var1 = 'maint' )"
Find the average maint in the car dataset. ,"mean ( data = car , var1 = 'maint' )"
Tell me the average maint in the car dataset. ,"mean ( data = car , var1 = 'maint' )"
