"utterance","target"
load adult dataset ,load ( data = adult )
boxplot of house_serv in adult data,"boxplot ( data = adult , var1 = house_serv )"
histogram of the house_serv in data adult,"histogram ( data = adult , var1 = house_serv )"
quantile of house_serv in adult df,"quantile ( data = adult , var1 = house_serv )"
largest of the house_serv in adult data base,"maximum ( data = adult , var1 = house_serv )"
deviation of house_serv in data adult,"std ( data = adult , var1 = house_serv )"
var of house_serv in adult data,"variance ( data = adult , var1 = house_serv )"
quantity of house_serv in adult data base,"summation ( data = adult , var1 = house_serv )"
sd of house_serv in adult,"std ( data = adult , var1 = house_serv )"
typical of the house_serv in adult df,"mean ( data = adult , var1 = house_serv )"
min of house_serv in df adult,"minimum ( data = adult , var1 = house_serv )"
correlation of house_serv in dataset adult,"corr ( data = adult , var1 = house_serv )"
smallest of house_serv in adult data,"minimum ( data = adult , var1 = house_serv )"
sparsity of the house_serv in df adult,"std ( data = adult , var1 = house_serv )"
sd of the house_serv in adult data base,"std ( data = adult , var1 = house_serv )"
amount of the house_serv in df adult,"summation ( data = adult , var1 = house_serv )"
span of the house_serv in df adult,"ranges ( data = adult , var1 = house_serv )"
boxplot of house_serv in adult data,"boxplot ( data = adult , var1 = house_serv )"
distribution of house_serv in adult data,"histogram ( data = adult , var1 = house_serv )"
sum of house_serv in adult data,"summation ( data = adult , var1 = house_serv )"
std of house_serv in data adult,"std ( data = adult , var1 = house_serv )"
minimum of the house_serv in data adult,"minimum ( data = adult , var1 = house_serv )"
spans of the house_serv in data adult,"ranges ( data = adult , var1 = house_serv )"
minimum of house_serv in adult data base,"minimum ( data = adult , var1 = house_serv )"
aggregate of the house_serv in adult,"summation ( data = adult , var1 = house_serv )"
range of house_serv in adult df,"ranges ( data = adult , var1 = house_serv )"
typical of house_serv in df adult,"mean ( data = adult , var1 = house_serv )"
min of house_serv in adult dataset,"minimum ( data = adult , var1 = house_serv )"
mean of house_serv in df adult,"mean ( data = adult , var1 = house_serv )"
aggregate of the house_serv in dataset adult,"summation ( data = adult , var1 = house_serv )"
largest of house_serv in adult data,"maximum ( data = adult , var1 = house_serv )"
quantile of adult,quantile ( data = adult )
How many info with house_serv smaller than or equal to -94.87287060249452 data,"less_eq ( data = adult , var1 = house_serv , val = -94.87287060249452 )"
How many rows  house_serv equal to 42.395601883708906 data,"equal ( data = adult , var1 = house_serv , val = 42.395601883708906 )"
How many info with house_serv  >=  -71.42833157039783 df,"greater_eq ( data = adult , var1 = house_serv , val = -71.42833157039783 )"
Number of entries  house_serv larger than or same as -12.910062262592973 dataset,"greater_eq ( data = adult , var1 = house_serv , val = -12.910062262592973 )"
Number of rows  house_serv less than or equal to -70.34510194180115 data,"less_eq ( data = adult , var1 = house_serv , val = -70.34510194180115 )"
Number of entries  house_serv  >  79.22671573085373 data,"greater ( data = adult , var1 = house_serv , val = 79.22671573085373 )"
Number of entries where house_serv higher than or equal to 66.8175063953019 ,"greater_eq ( data = adult , var1 = house_serv , val = 66.8175063953019 )"
Number of info where house_serv bigger than or equal to 97.46709066759905 ,"greater_eq ( data = adult , var1 = house_serv , val = 97.46709066759905 )"
How many data with house_serv < -76.19748829898668 ,"less ( data = adult , var1 = house_serv , val = -76.19748829898668 )"
Number of data with house_serv higher than 9.278474045944819 dataset,"greater ( data = adult , var1 = house_serv , val = 9.278474045944819 )"
How many data  house_serv less than 76.12317614529326 df,"less ( data = adult , var1 = house_serv , val = 76.12317614529326 )"
How many data where house_serv == -98.66349129609479 dataset,"equal ( data = adult , var1 = house_serv , val = -98.66349129609479 )"
Number of info with house_serv  <  -60.26643260993938 ,"less ( data = adult , var1 = house_serv , val = -60.26643260993938 )"
Number of info where house_serv higher than 39.60183124479855 data,"greater ( data = adult , var1 = house_serv , val = 39.60183124479855 )"
How many data with house_serv  <  90.2642203429013 data,"less ( data = adult , var1 = house_serv , val = 90.2642203429013 )"
How many data  house_serv greater than or equal to 91.37191173337368 ,"greater_eq ( data = adult , var1 = house_serv , val = 91.37191173337368 )"
Number of rows  house_serv smaller than 91.79306420787975 dataset,"less ( data = adult , var1 = house_serv , val = 91.79306420787975 )"
Number of entries  house_serv  =  -10.666746654460454 data,"equal ( data = adult , var1 = house_serv , val = -10.666746654460454 )"
How many info with house_serv == -61.556235886963194 data,"equal ( data = adult , var1 = house_serv , val = -61.556235886963194 )"
How many info  house_serv greater than or equal to -97.64053899443952 data,"greater_eq ( data = adult , var1 = house_serv , val = -97.64053899443952 )"
scatter plot of house_serv and occupation in adult data base,"scatterplot ( data = adult, var1 = house_serv , var2 = occupation )"
scatterplot of house_serv with fnlwgt in adult data,"scatterplot ( data = adult, var1 = house_serv , var2 = fnlwgt )"
scatter plot of house_serv and capital_loss in adult data base,"scatterplot ( data = adult, var1 = house_serv , var2 = capital_loss )"
correlation of house_serv and occupation in df adult,"corr ( data = adult, var1 = house_serv , var2 = occupation )"
correlation of house_serv with capital_gain in df adult,"corr ( data = adult, var1 = house_serv , var2 = capital_gain )"
corr of house_serv and age in adult,"corr ( data = adult, var1 = house_serv , var2 = age )"
cor of house_serv and capital_loss in adult data base,"corr ( data = adult, var1 = house_serv , var2 = capital_loss )"
scatter plot between house_serv and native_country in adult df,"scatterplot ( data = adult, var1 = house_serv , var2 = native_country )"
scatter plot between house_serv and sex in adult data base,"scatterplot ( data = adult, var1 = house_serv , var2 = sex )"
correlation between house_serv with sex in df adult,"corr ( data = adult, var1 = house_serv , var2 = sex )"
load adult df  in {data}df,load ( data = adult )
store adult dataset  and store in df,load ( data = adult )
store adult data ,load ( data = adult )
store adult   and store in variable df,load ( data = adult )
load adult data  in {data}_data,load ( data = adult )
quantile of relationship in adult dataset,"quantile ( data = adult , var1 = relationship )"
minimum of the relationship in df adult,"minimum ( data = adult , var1 = relationship )"
boxplot of the relationship in adult dataset,"boxplot ( data = adult , var1 = relationship )"
max of the relationship in df adult,"maximum ( data = adult , var1 = relationship )"
sparsity of the relationship in adult data,"std ( data = adult , var1 = relationship )"
ranges of relationship in adult df,"ranges ( data = adult , var1 = relationship )"
spans of relationship in df adult,"ranges ( data = adult , var1 = relationship )"
largest of the relationship in adult df,"maximum ( data = adult , var1 = relationship )"
boxplot of the relationship in df adult,"boxplot ( data = adult , var1 = relationship )"
distribution of the relationship in data adult,"histogram ( data = adult , var1 = relationship )"
minimum of relationship in df adult,"minimum ( data = adult , var1 = relationship )"
boxplot of relationship in adult data base,"boxplot ( data = adult , var1 = relationship )"
distribution of relationship in df adult,"histogram ( data = adult , var1 = relationship )"
variance of relationship in adult,"variance ( data = adult , var1 = relationship )"
smallest of the relationship in df adult,"minimum ( data = adult , var1 = relationship )"
maximum of the relationship in data adult,"maximum ( data = adult , var1 = relationship )"
ranges of relationship in dataset adult,"ranges ( data = adult , var1 = relationship )"
aggregate of the relationship in dataset adult,"summation ( data = adult , var1 = relationship )"
quantity of relationship in adult dataset,"summation ( data = adult , var1 = relationship )"
var of the relationship in dataset adult,"variance ( data = adult , var1 = relationship )"
var of the relationship in adult data base,"variance ( data = adult , var1 = relationship )"
hist of the relationship in adult data,"histogram ( data = adult , var1 = relationship )"
maximum of relationship in adult df,"maximum ( data = adult , var1 = relationship )"
sparsity of relationship in adult df,"std ( data = adult , var1 = relationship )"
range of the relationship in adult,"ranges ( data = adult , var1 = relationship )"
sd of the relationship in data adult,"std ( data = adult , var1 = relationship )"
ranges of relationship in adult data base,"ranges ( data = adult , var1 = relationship )"
quantile of the relationship in dataset adult,"quantile ( data = adult , var1 = relationship )"
hist of the relationship in data adult,"histogram ( data = adult , var1 = relationship )"
minimum of relationship in dataset adult,"minimum ( data = adult , var1 = relationship )"
sparsity of the adult,variance ( data = adult )
Number of rows where relationship  <  23.693031275351117 df,"less ( data = adult , var1 = relationship , val = 23.693031275351117 )"
Number of data  relationship larger than -21.6072278089446 ,"greater ( data = adult , var1 = relationship , val = -21.6072278089446 )"
How many info with relationship larger than -93.2449773197781 ,"greater ( data = adult , var1 = relationship , val = -93.2449773197781 )"
Number of info  relationship  >  -76.64429061743132 df,"greater ( data = adult , var1 = relationship , val = -76.64429061743132 )"
Number of entries with relationship >= 23.318680519846026 data,"greater_eq ( data = adult , var1 = relationship , val = 23.318680519846026 )"
How many info with relationship less than -65.11181014198255 dataset,"less ( data = adult , var1 = relationship , val = -65.11181014198255 )"
How many rows with relationship < 19.134845180366298 ,"less ( data = adult , var1 = relationship , val = 19.134845180366298 )"
How many rows  relationship  >  77.43389465267515 dataset,"greater ( data = adult , var1 = relationship , val = 77.43389465267515 )"
How many entries  relationship lower than -98.77616706954954 dataset,"less ( data = adult , var1 = relationship , val = -98.77616706954954 )"
How many rows where relationship lower than or equal to -12.717231467837692 df,"less_eq ( data = adult , var1 = relationship , val = -12.717231467837692 )"
How many rows where relationship lower than or equal to 56.811366321208766 data,"less_eq ( data = adult , var1 = relationship , val = 56.811366321208766 )"
How many entries  relationship greater than or equal to 47.554736083961785 ,"greater_eq ( data = adult , var1 = relationship , val = 47.554736083961785 )"
Number of entries where relationship lower than or equal to -31.620163370191804 df,"less_eq ( data = adult , var1 = relationship , val = -31.620163370191804 )"
How many rows where relationship  <=  -0.1107158377168389 ,"less_eq ( data = adult , var1 = relationship , val = -0.1107158377168389 )"
Number of entries where relationship  >=  23.971730563321785 dataset,"greater_eq ( data = adult , var1 = relationship , val = 23.971730563321785 )"
How many rows where relationship  >  -37.18026673183192 ,"greater ( data = adult , var1 = relationship , val = -37.18026673183192 )"
Number of data where relationship  ==  -49.40779365073589 ,"equal ( data = adult , var1 = relationship , val = -49.40779365073589 )"
Number of entries where relationship  <  -97.88896282705906 ,"less ( data = adult , var1 = relationship , val = -97.88896282705906 )"
How many rows with relationship  <=  -29.35001850097163 ,"less_eq ( data = adult , var1 = relationship , val = -29.35001850097163 )"
How many data where relationship less than or equal to -30.506867615296258 df,"less_eq ( data = adult , var1 = relationship , val = -30.506867615296258 )"
correlation of relationship with fnlwgt in adult data base,"corr ( data = adult, var1 = relationship , var2 = fnlwgt )"
corr between relationship and capital_loss in data adult,"corr ( data = adult, var1 = relationship , var2 = capital_loss )"
cor of relationship and race in adult df,"corr ( data = adult, var1 = relationship , var2 = race )"
correlation between relationship and marital_status in adult data base,"corr ( data = adult, var1 = relationship , var2 = marital_status )"
cor between relationship with race in df adult,"corr ( data = adult, var1 = relationship , var2 = race )"
cor of relationship and age in df adult,"corr ( data = adult, var1 = relationship , var2 = age )"
correlation of relationship and education in adult,"corr ( data = adult, var1 = relationship , var2 = education )"
scatterplot of relationship and capital_gain in adult data,"scatterplot ( data = adult, var1 = relationship , var2 = capital_gain )"
scatterplot between relationship with hours_per_week in adult data,"scatterplot ( data = adult, var1 = relationship , var2 = hours_per_week )"
scatterplot of relationship with workclass in adult df,"scatterplot ( data = adult, var1 = relationship , var2 = workclass )"
store adult   and store in variable a,load ( data = adult )
store adult data  and store in data,load ( data = adult )
load adult dataset  and store in variable data,load ( data = adult )
store adult   in {data}_df,load ( data = adult )
store adult data  and store in ,load ( data = adult )
largest of the race in adult df,"maximum ( data = adult , var1 = race )"
quantile of race in adult,"quantile ( data = adult , var1 = race )"
ranges of the race in df adult,"ranges ( data = adult , var1 = race )"
standard deviation of the race in data adult,"std ( data = adult , var1 = race )"
ranges of the race in adult data,"ranges ( data = adult , var1 = race )"
sd of race in adult dataset,"std ( data = adult , var1 = race )"
quantity of race in data adult,"summation ( data = adult , var1 = race )"
histogram of the race in df adult,"histogram ( data = adult , var1 = race )"
smallest of race in adult data,"minimum ( data = adult , var1 = race )"
boxplot of the race in adult df,"boxplot ( data = adult , var1 = race )"
distribution of the race in adult data base,"histogram ( data = adult , var1 = race )"
aggregate of race in data adult,"summation ( data = adult , var1 = race )"
spans of race in df adult,"ranges ( data = adult , var1 = race )"
ranges of the race in adult data base,"ranges ( data = adult , var1 = race )"
distribution of the race in adult df,"histogram ( data = adult , var1 = race )"
variance of the race in df adult,"variance ( data = adult , var1 = race )"
sum of the race in dataset adult,"summation ( data = adult , var1 = race )"
range of race in adult data,"ranges ( data = adult , var1 = race )"
spans of the race in data adult,"ranges ( data = adult , var1 = race )"
minimum of the race in adult df,"minimum ( data = adult , var1 = race )"
var of the race in adult data base,"variance ( data = adult , var1 = race )"
variance of the race in adult data base,"variance ( data = adult , var1 = race )"
sd of race in adult,"std ( data = adult , var1 = race )"
mean of the race in adult,"mean ( data = adult , var1 = race )"
hist of the race in df adult,"histogram ( data = adult , var1 = race )"
spans of race in adult dataset,"ranges ( data = adult , var1 = race )"
corr of the race in adult data,"corr ( data = adult , var1 = race )"
min of race in dataset adult,"minimum ( data = adult , var1 = race )"
sum of race in adult,"summation ( data = adult , var1 = race )"
cor of race in data adult,"corr ( data = adult , var1 = race )"
aggregate of adult,summation ( data = adult )
How many data with race lower than or equal to -91.84193617180475 df,"less_eq ( data = adult , var1 = race , val = -91.84193617180475 )"
Number of rows  race smaller than 18.258611501435595 df,"less ( data = adult , var1 = race , val = 18.258611501435595 )"
Number of entries  race  ==  -65.58954835391381 data,"equal ( data = adult , var1 = race , val = -65.58954835391381 )"
How many rows with race <= 87.35220390879402 dataset,"less_eq ( data = adult , var1 = race , val = 87.35220390879402 )"
Number of info  race < 58.87887517635153 df,"less ( data = adult , var1 = race , val = 58.87887517635153 )"
How many data with race  =  -76.48684500027683 ,"equal ( data = adult , var1 = race , val = -76.48684500027683 )"
Number of rows  race smaller than or same as -49.82567606512216 df,"less_eq ( data = adult , var1 = race , val = -49.82567606512216 )"
How many rows where race  =  -24.2043731152217 df,"equal ( data = adult , var1 = race , val = -24.2043731152217 )"
How many data where race equal to -27.206446464255734 ,"equal ( data = adult , var1 = race , val = -27.206446464255734 )"
Number of data where race smaller than or equal to 77.36338680310573 dataset,"less_eq ( data = adult , var1 = race , val = 77.36338680310573 )"
How many entries where race less than or equal to 42.54147498520237 data,"less_eq ( data = adult , var1 = race , val = 42.54147498520237 )"
Number of rows with race less than 61.867015508691765 data,"less ( data = adult , var1 = race , val = 61.867015508691765 )"
How many info with race lower than or equal to -83.54195510329012 df,"less_eq ( data = adult , var1 = race , val = -83.54195510329012 )"
Number of info  race  <=  81.85114287584491 data,"less_eq ( data = adult , var1 = race , val = 81.85114287584491 )"
How many entries  race bigger than 92.07991147883581 ,"greater ( data = adult , var1 = race , val = 92.07991147883581 )"
How many info with race lower than -11.114913235110777 ,"less ( data = adult , var1 = race , val = -11.114913235110777 )"
Number of data with race is 68.37460351374594 data,"equal ( data = adult , var1 = race , val = 68.37460351374594 )"
How many data with race less than or equal to 86.81137428904043 dataset,"less_eq ( data = adult , var1 = race , val = 86.81137428904043 )"
Number of info where race  <  63.866418492993716 ,"less ( data = adult , var1 = race , val = 63.866418492993716 )"
How many info where race < -2.720365063407229 dataset,"less ( data = adult , var1 = race , val = -2.720365063407229 )"
cor between race and age in df adult,"corr ( data = adult, var1 = race , var2 = age )"
cor of race and education in adult df,"corr ( data = adult, var1 = race , var2 = education )"
corr of race with relationship in adult,"corr ( data = adult, var1 = race , var2 = relationship )"
scatterplot between race and house_serv in adult df,"scatterplot ( data = adult, var1 = race , var2 = house_serv )"
correlation between race with capital_loss in adult data base,"corr ( data = adult, var1 = race , var2 = capital_loss )"
scatter plot of race and capital_gain in adult,"scatterplot ( data = adult, var1 = race , var2 = capital_gain )"
cor between race and native_country in dataset adult,"corr ( data = adult, var1 = race , var2 = native_country )"
correlation of race with capital_loss in data adult,"corr ( data = adult, var1 = race , var2 = capital_loss )"
correlation of race with relationship in adult data base,"corr ( data = adult, var1 = race , var2 = relationship )"
correlation of race and hours_per_week in df adult,"corr ( data = adult, var1 = race , var2 = hours_per_week )"
store adult df ,load ( data = adult )
load adult data ,load ( data = adult )
load adult data  and store in ,load ( data = adult )
load adult df  in {data}_data,load ( data = adult )
store adult  ,load ( data = adult )
mean of the sex in adult data,"mean ( data = adult , var1 = sex )"
max of the sex in adult data base,"maximum ( data = adult , var1 = sex )"
mean of the sex in adult df,"mean ( data = adult , var1 = sex )"
std of sex in df adult,"std ( data = adult , var1 = sex )"
corr of the sex in dataset adult,"corr ( data = adult , var1 = sex )"
correlation of the sex in adult dataset,"corr ( data = adult , var1 = sex )"
min of the sex in adult data base,"minimum ( data = adult , var1 = sex )"
std of the sex in dataset adult,"std ( data = adult , var1 = sex )"
corr of sex in df adult,"corr ( data = adult , var1 = sex )"
distribution of the sex in data adult,"histogram ( data = adult , var1 = sex )"
std of sex in adult dataset,"std ( data = adult , var1 = sex )"
max of the sex in data adult,"maximum ( data = adult , var1 = sex )"
typical of sex in adult data base,"mean ( data = adult , var1 = sex )"
cor of the sex in adult data,"corr ( data = adult , var1 = sex )"
mean of the sex in df adult,"mean ( data = adult , var1 = sex )"
boxplot of sex in adult,"boxplot ( data = adult , var1 = sex )"
highest of the sex in dataset adult,"maximum ( data = adult , var1 = sex )"
cor of the sex in adult,"corr ( data = adult , var1 = sex )"
smallest of sex in adult data,"minimum ( data = adult , var1 = sex )"
maximum of sex in adult dataset,"maximum ( data = adult , var1 = sex )"
correlation of the sex in adult,"corr ( data = adult , var1 = sex )"
cor of sex in adult data base,"corr ( data = adult , var1 = sex )"
typical of the sex in adult,"mean ( data = adult , var1 = sex )"
max of sex in adult data,"maximum ( data = adult , var1 = sex )"
correlation of the sex in adult dataset,"corr ( data = adult , var1 = sex )"
smallest of sex in df adult,"minimum ( data = adult , var1 = sex )"
distribution of sex in data adult,"histogram ( data = adult , var1 = sex )"
range of sex in adult data,"ranges ( data = adult , var1 = sex )"
maximum of sex in dataset adult,"maximum ( data = adult , var1 = sex )"
quantile of sex in adult dataset,"quantile ( data = adult , var1 = sex )"
quantile of the adult,quantile ( data = adult )
Number of rows with sex > -58.68150153320282 df,"greater ( data = adult , var1 = sex , val = -58.68150153320282 )"
How many data with sex  <  -95.00260156907842 ,"less ( data = adult , var1 = sex , val = -95.00260156907842 )"
Number of info  sex higher than or equal to -90.69951346321 ,"greater_eq ( data = adult , var1 = sex , val = -90.69951346321 )"
How many entries with sex == -48.76063567757725 ,"equal ( data = adult , var1 = sex , val = -48.76063567757725 )"
Number of entries with sex bigger than or equal to 92.74992219696384 dataset,"greater_eq ( data = adult , var1 = sex , val = 92.74992219696384 )"
How many rows  sex > 24.76736150181165 ,"greater ( data = adult , var1 = sex , val = 24.76736150181165 )"
How many entries where sex lower than or same as -42.659513216814226 dataset,"less_eq ( data = adult , var1 = sex , val = -42.659513216814226 )"
How many rows where sex greater than or same as -48.43775317251382 ,"greater_eq ( data = adult , var1 = sex , val = -48.43775317251382 )"
Number of entries where sex lower than or same as 95.35488916972764 ,"less_eq ( data = adult , var1 = sex , val = 95.35488916972764 )"
How many data with sex smaller than or equal to 4.126889366312753 ,"less_eq ( data = adult , var1 = sex , val = 4.126889366312753 )"
How many info where sex  ==  81.78452437744815 ,"equal ( data = adult , var1 = sex , val = 81.78452437744815 )"
Number of info with sex greater than or same as -15.495068625343578 data,"greater_eq ( data = adult , var1 = sex , val = -15.495068625343578 )"
How many entries with sex  <  -60.15748593502606 data,"less ( data = adult , var1 = sex , val = -60.15748593502606 )"
Number of entries with sex lower than or same as -39.835428029218 data,"less_eq ( data = adult , var1 = sex , val = -39.835428029218 )"
How many rows with sex  <=  62.61108012606459 df,"less_eq ( data = adult , var1 = sex , val = 62.61108012606459 )"
How many data  sex is 8.624813761492717 dataset,"equal ( data = adult , var1 = sex , val = 8.624813761492717 )"
How many info with sex  ==  -76.98773977425317 df,"equal ( data = adult , var1 = sex , val = -76.98773977425317 )"
How many rows with sex lower than or same as -40.41625394741602 dataset,"less_eq ( data = adult , var1 = sex , val = -40.41625394741602 )"
How many rows with sex lower than or same as -72.27655821939321 data,"less_eq ( data = adult , var1 = sex , val = -72.27655821939321 )"
How many info with sex greater than or equal to -1.6073430652415084 ,"greater_eq ( data = adult , var1 = sex , val = -1.6073430652415084 )"
scatter plot of sex with capital_loss in adult dataset,"scatterplot ( data = adult, var1 = sex , var2 = capital_loss )"
scatter plot of sex and fnlwgt in adult data,"scatterplot ( data = adult, var1 = sex , var2 = fnlwgt )"
scatter plot between sex and hours_per_week in df adult,"scatterplot ( data = adult, var1 = sex , var2 = hours_per_week )"
corr between sex and hours_per_week in dataset adult,"corr ( data = adult, var1 = sex , var2 = hours_per_week )"
correlation of sex and education_num in dataset adult,"corr ( data = adult, var1 = sex , var2 = education_num )"
scatterplot of sex and fnlwgt in dataset adult,"scatterplot ( data = adult, var1 = sex , var2 = fnlwgt )"
corr between sex with education_num in dataset adult,"corr ( data = adult, var1 = sex , var2 = education_num )"
cor between sex and occupation in df adult,"corr ( data = adult, var1 = sex , var2 = occupation )"
cor between sex with hours_per_week in data adult,"corr ( data = adult, var1 = sex , var2 = hours_per_week )"
correlation between sex with capital_gain in adult dataset,"corr ( data = adult, var1 = sex , var2 = capital_gain )"
store adult dataset ,load ( data = adult )
load adult dataset  and store in variable {data}_df,load ( data = adult )
store adult data  and store in ,load ( data = adult )
store adult df  in {data}_data,load ( data = adult )
load adult   and store in variable d,load ( data = adult )
sum of the capital_gain in adult data base,"summation ( data = adult , var1 = capital_gain )"
spans of capital_gain in adult data,"ranges ( data = adult , var1 = capital_gain )"
distribution of the capital_gain in dataset adult,"histogram ( data = adult , var1 = capital_gain )"
minimum of the capital_gain in adult dataset,"minimum ( data = adult , var1 = capital_gain )"
max of the capital_gain in adult,"maximum ( data = adult , var1 = capital_gain )"
std of the capital_gain in data adult,"std ( data = adult , var1 = capital_gain )"
minimum of the capital_gain in adult,"minimum ( data = adult , var1 = capital_gain )"
standard deviation of the capital_gain in adult df,"std ( data = adult , var1 = capital_gain )"
sparsity of the capital_gain in adult data base,"variance ( data = adult , var1 = capital_gain )"
maximum of capital_gain in adult df,"maximum ( data = adult , var1 = capital_gain )"
max of capital_gain in adult df,"maximum ( data = adult , var1 = capital_gain )"
mean of capital_gain in data adult,"mean ( data = adult , var1 = capital_gain )"
min of the capital_gain in adult dataset,"minimum ( data = adult , var1 = capital_gain )"
average of capital_gain in data adult,"mean ( data = adult , var1 = capital_gain )"
quantile of the capital_gain in dataset adult,"quantile ( data = adult , var1 = capital_gain )"
minimum of capital_gain in data adult,"minimum ( data = adult , var1 = capital_gain )"
range of the capital_gain in adult data,"ranges ( data = adult , var1 = capital_gain )"
max of capital_gain in adult data base,"maximum ( data = adult , var1 = capital_gain )"
average of capital_gain in adult df,"mean ( data = adult , var1 = capital_gain )"
correlation of the capital_gain in data adult,"corr ( data = adult , var1 = capital_gain )"
distribution of capital_gain in adult dataset,"histogram ( data = adult , var1 = capital_gain )"
sparsity of capital_gain in adult,"variance ( data = adult , var1 = capital_gain )"
boxplot of the capital_gain in adult dataset,"boxplot ( data = adult , var1 = capital_gain )"
largest of capital_gain in data adult,"maximum ( data = adult , var1 = capital_gain )"
spans of the capital_gain in adult,"ranges ( data = adult , var1 = capital_gain )"
sum of capital_gain in df adult,"summation ( data = adult , var1 = capital_gain )"
largest of capital_gain in adult,"maximum ( data = adult , var1 = capital_gain )"
quantile of capital_gain in adult dataset,"quantile ( data = adult , var1 = capital_gain )"
max of capital_gain in dataset adult,"maximum ( data = adult , var1 = capital_gain )"
deviation of the capital_gain in adult dataset,"std ( data = adult , var1 = capital_gain )"
store of the adult,load ( data = adult )
How many data where capital_gain bigger than or equal to 37.16380382728153 ,"greater_eq ( data = adult , var1 = capital_gain , val = 37.16380382728153 )"
Number of entries  capital_gain less than or same as 3.9193282780204157 df,"less_eq ( data = adult , var1 = capital_gain , val = 3.9193282780204157 )"
How many data  capital_gain = -85.8816739778276 dataset,"equal ( data = adult , var1 = capital_gain , val = -85.8816739778276 )"
Number of rows with capital_gain higher than 79.19835901410556 dataset,"greater ( data = adult , var1 = capital_gain , val = 79.19835901410556 )"
How many entries  capital_gain less than or same as 98.41439139277324 ,"less_eq ( data = adult , var1 = capital_gain , val = 98.41439139277324 )"
How many data  capital_gain larger than or same as 24.934527405324005 df,"greater_eq ( data = adult , var1 = capital_gain , val = 24.934527405324005 )"
Number of info with capital_gain lower than 23.76447249709959 df,"less ( data = adult , var1 = capital_gain , val = 23.76447249709959 )"
How many rows with capital_gain is 42.92013803773048 dataset,"equal ( data = adult , var1 = capital_gain , val = 42.92013803773048 )"
How many info with capital_gain bigger than or equal to -55.81236135450538 dataset,"greater_eq ( data = adult , var1 = capital_gain , val = -55.81236135450538 )"
Number of info where capital_gain <= -97.37166637556022 ,"less_eq ( data = adult , var1 = capital_gain , val = -97.37166637556022 )"
Number of data with capital_gain = 71.11327956987287 df,"equal ( data = adult , var1 = capital_gain , val = 71.11327956987287 )"
Number of data where capital_gain lower than or equal to -42.28422728858161 ,"less_eq ( data = adult , var1 = capital_gain , val = -42.28422728858161 )"
Number of data with capital_gain == -39.38793741551232 data,"equal ( data = adult , var1 = capital_gain , val = -39.38793741551232 )"
Number of entries with capital_gain larger than or same as -55.13830490888188 dataset,"greater_eq ( data = adult , var1 = capital_gain , val = -55.13830490888188 )"
Number of entries where capital_gain < -95.63957581313569 dataset,"less ( data = adult , var1 = capital_gain , val = -95.63957581313569 )"
Number of info where capital_gain greater than 87.47058688912938 dataset,"greater ( data = adult , var1 = capital_gain , val = 87.47058688912938 )"
Number of rows with capital_gain  <=  -67.6746237760209 ,"less_eq ( data = adult , var1 = capital_gain , val = -67.6746237760209 )"
How many info with capital_gain  =  -52.987132177923904 ,"equal ( data = adult , var1 = capital_gain , val = -52.987132177923904 )"
Number of data where capital_gain smaller than or same as 19.297003781226053 dataset,"less_eq ( data = adult , var1 = capital_gain , val = 19.297003781226053 )"
Number of data  capital_gain greater than -49.56669918222747 df,"greater ( data = adult , var1 = capital_gain , val = -49.56669918222747 )"
cor of capital_gain with workclass in adult dataset,"corr ( data = adult, var1 = capital_gain , var2 = workclass )"
scatterplot between capital_gain and education in adult data base,"scatterplot ( data = adult, var1 = capital_gain , var2 = education )"
correlation of capital_gain and native_country in adult,"corr ( data = adult, var1 = capital_gain , var2 = native_country )"
corr of capital_gain and native_country in adult data base,"corr ( data = adult, var1 = capital_gain , var2 = native_country )"
scatterplot between capital_gain and fnlwgt in dataset adult,"scatterplot ( data = adult, var1 = capital_gain , var2 = fnlwgt )"
scatter plot of capital_gain with fnlwgt in adult df,"scatterplot ( data = adult, var1 = capital_gain , var2 = fnlwgt )"
cor of capital_gain and race in adult data base,"corr ( data = adult, var1 = capital_gain , var2 = race )"
corr of capital_gain with fnlwgt in data adult,"corr ( data = adult, var1 = capital_gain , var2 = fnlwgt )"
correlation of capital_gain with native_country in adult,"corr ( data = adult, var1 = capital_gain , var2 = native_country )"
cor between capital_gain and occupation in adult data,"corr ( data = adult, var1 = capital_gain , var2 = occupation )"
load adult df  and store in variable {data}_data,load ( data = adult )
load adult df  and store in variable {data}_df,load ( data = adult )
store adult df ,load ( data = adult )
load adult data ,load ( data = adult )
load adult data  in a,load ( data = adult )
largest of capital_loss in data adult,"maximum ( data = adult , var1 = capital_loss )"
aggregate of capital_loss in adult dataset,"summation ( data = adult , var1 = capital_loss )"
quantile of capital_loss in adult data base,"quantile ( data = adult , var1 = capital_loss )"
sparsity of capital_loss in adult data,"variance ( data = adult , var1 = capital_loss )"
amount of capital_loss in adult data,"summation ( data = adult , var1 = capital_loss )"
typical of the capital_loss in adult data,"mean ( data = adult , var1 = capital_loss )"
smallest of the capital_loss in adult,"minimum ( data = adult , var1 = capital_loss )"
distribution of capital_loss in adult data base,"histogram ( data = adult , var1 = capital_loss )"
sum of capital_loss in adult df,"summation ( data = adult , var1 = capital_loss )"
hist of capital_loss in adult df,"histogram ( data = adult , var1 = capital_loss )"
cor of capital_loss in data adult,"corr ( data = adult , var1 = capital_loss )"
correlation of capital_loss in adult dataset,"corr ( data = adult , var1 = capital_loss )"
